"pathway","pval","padj","log2err","ES","NES","size","Category"
"MITOCHONDRIAL_TRANSPORT",2.39383032493336e-07,8.14881604701178e-05,0.674962860011025,0.631417172152688,1.74379434103888,156,"BP"
"CATALYTIC_STEP_2_SPLICEOSOME",2.48435675866312e-06,9.82811533727129e-05,0.627256739718528,0.687541501631492,1.77067850244291,83,"CC"
"TRANSLATION_REGULATOR_ACTIVITY",4.64094082250765e-07,0.000129482248947963,0.674962860011025,0.664649006377218,1.78476289847169,113,"MF"
"TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING",5.9730225814134e-07,0.000142840568589801,0.659444398037935,0.704923600619461,1.81888596196558,78,"MF"
"PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX",4.35543617438202e-06,0.000165674091402455,0.610526878385931,0.88090699852363,1.88565136080707,20,"CC"
"CYTOPLASMIC_TRANSLATION",5.45499965826788e-07,0.000177619532351166,0.659444398037935,0.652026401430157,1.77943444616393,135,"BP"
"PRECATALYTIC_SPLICEOSOME",6.46901161616176e-06,0.000236957499569777,0.610526878385931,0.736552410251025,1.79426590953308,51,"CC"
"ELECTRON_TRANSPORT_CHAIN",9.65471724041519e-07,0.000301267405889456,0.643551836150722,0.661784631043809,1.7891456589147,117,"BP"
"MOTILE_CILIUM",9.17742954913505e-06,0.000324159922289092,0.593325476396405,0.622805231544337,1.68451361527814,141,"CC"
"PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",1.96858162632759e-06,0.000411925705309048,0.627256739718528,0.709690661706838,1.81180543083888,73,"MF"
"NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",1.58720052802194e-06,0.000475461790174251,0.643551836150722,0.700157627400793,1.83447013413797,81,"BP"
"SECRETORY_GRANULE",1.44974359944883e-05,0.000493318082835424,0.593325476396405,0.516660418222614,1.48367510844281,382,"CC"
"SMN_SM_PROTEIN_COMPLEX",1.49641481143203e-05,0.000493318082835424,0.593325476396405,0.88843826305919,1.81636224776454,16,"CC"
"MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY",1.83604003724244e-06,0.000528850147650332,0.643551836150722,0.693338502764442,1.82314975582815,84,"BP"
"ORGANELLE_ENVELOPE_LUMEN",1.87989503136801e-05,0.0005997471567816,0.575610261071129,0.685033304659143,1.72829125452768,72,"CC"
"SECRETORY_VESICLE",2.08877072413547e-05,0.00064556070192812,0.575610261071129,0.501739297526887,1.45368908618525,478,"CC"
"CYTOSOLIC_RIBOSOME",2.25072799472841e-05,0.000674536359632242,0.575610261071129,0.662705204245457,1.71573826746163,87,"CC"
"SPLICEOSOMAL_SNRNP_COMPLEX",2.50648108601747e-05,0.000729091115903317,0.575610261071129,0.714451538257105,1.75652201016293,56,"CC"
"INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX",2.58565302121117e-05,0.00073063166799367,0.575610261071129,0.479722290582111,1.39073799520381,596,"CC"
"MICROTUBULE_BASED_MOVEMENT",3.4713504975752e-06,0.000931368934625462,0.627256739718528,0.566614099291471,1.61171303581339,258,"BP"
"PROTON_TRANSMEMBRANE_TRANSPORT",3.48221794225036e-06,0.000931368934625462,0.627256739718528,0.676743675939487,1.78945718747018,92,"BP"
"RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",4.35599691966601e-06,0.00112489865280616,0.610526878385931,0.718986756088508,1.81793659315857,65,"BP"
"INTRACELLULAR_TRANSPORT",4.59705188978985e-06,0.00114757738675454,0.610526878385931,0.45413868138499,1.32888551407893,1100,"BP"
"RNA_PROCESSING",4.80443386596657e-06,0.00116065823297496,0.610526878385931,0.481141970882678,1.40263721698671,740,"BP"
"RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",5.13739833162566e-06,0.00120231175329827,0.610526878385931,0.528223120484993,1.52052763613504,374,"BP"
"PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX",5.21741404685108e-05,0.00143333958120437,0.557332238758646,0.746773825546128,1.78157676624102,41,"CC"
"ORGANELLE_ASSEMBLY",6.76026505887459e-06,0.00153417045533066,0.610526878385931,0.487784061806879,1.41775242132309,633,"BP"
"OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",8.98642261420391e-06,0.00155125481809492,0.593325476396405,0.729080173067072,1.83178236116837,60,"MF"
"PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",9.26675518575222e-06,0.00155125481809492,0.593325476396405,0.645232058364185,1.72715009822144,109,"MF"
"SMALL_RIBOSOMAL_SUBUNIT",6.42174728363436e-05,0.00171651569284173,0.538434096309916,0.689278304202268,1.71510798538352,62,"CC"
"CELLULAR_RESPONSE_TO_COPPER_ION",8.8753244165805e-06,0.00190849517229372,0.593325476396405,0.919599985021861,1.81428083912526,13,"BP"
"TRANSLATIONAL_INITIATION",8.91939257982111e-06,0.00190849517229372,0.593325476396405,0.660517891967187,1.76898119676128,99,"BP"
"MRNA_METABOLIC_PROCESS",9.8444280905937e-06,0.00204791449917934,0.593325476396405,0.498010439220679,1.44255887670261,537,"BP"
"VESICLE_MEMBRANE",8.19485000789449e-05,0.00213281754152833,0.538434096309916,0.465996937810582,1.35210322234311,631,"CC"
"STRUCTURAL_MOLECULE_ACTIVITY",1.62683223868385e-05,0.00247574287959706,0.575610261071129,0.521396800091571,1.49002945956306,318,"MF"
"MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT",1.27823573868931e-05,0.00258721822893088,0.593325476396405,0.673497727188088,1.77242269896565,83,"BP"
"CELL_PROJECTION_ASSEMBLY",1.32488820701428e-05,0.0026110757321921,0.593325476396405,0.507911403955749,1.46410823522331,413,"BP"
"RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION",1.60979578899917e-05,0.00309122068302943,0.575610261071129,0.592290442763056,1.63749014200182,161,"BP"
"RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",2.02831135375119e-05,0.00379750593206066,0.575610261071129,0.731678844259256,1.80495763813012,53,"BP"
"ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT",2.37302881714283e-05,0.00423133638371016,0.575610261071129,0.826895590549961,1.82243480583971,24,"BP"
"AXONEME_ASSEMBLY",2.3629422312242e-05,0.00423133638371016,0.575610261071129,0.696996101005693,1.76233387691374,65,"BP"
"TRANSCRIPTION_FACTOR_BINDING",3.13065522329261e-05,0.00436726403649318,0.557332238758646,0.509891724376394,1.46606302198712,397,"MF"
"MICROTUBULE_CYTOSKELETON_ORGANIZATION",3.13695432836965e-05,0.00546340720120008,0.557332238758646,0.498921591572985,1.43964040781936,418,"BP"
"PROTEASOME_COMPLEX",0.000219852810820809,0.00557524179235334,0.518848077743792,0.695931167275526,1.69997079945589,53,"CC"
"CYTOCHROME_COMPLEX",0.000234528479835805,0.00565728455018564,0.518848077743792,0.771293339692937,1.74104134379062,28,"CC"
"U12_TYPE_SPLICEOSOMAL_COMPLEX",0.000232350284847072,0.00565728455018564,0.518848077743792,0.799927617684916,1.75492975115288,24,"CC"
"NUCLEOLUS",0.000248354604182293,0.00584815960800686,0.49849310876659,0.448061942163739,1.30391947033928,746,"CC"
"CYTOPLASMIC_DYNEIN_COMPLEX",0.000269394250091102,0.00619606775209534,0.49849310876659,0.815140693766505,1.7606134651564,21,"CC"
"MICROTUBULE_ORGANIZING_CENTER",0.000280813582853101,0.00631192348731175,0.49849310876659,0.464847712213821,1.34775385677105,577,"CC"
"ENDOPEPTIDASE_COMPLEX",0.000289747038212676,0.00636799601760747,0.49849310876659,0.659050223086949,1.64762377826664,64,"CC"
"CILIUM_MOVEMENT",3.76872266648632e-05,0.00641453728393546,0.557332238758646,0.631741280485749,1.69385433472514,105,"BP"
"ESTABLISHMENT_OF_PROTEIN_LOCALIZATION",3.95689387760141e-05,0.00658515072207933,0.557332238758646,0.441322840473189,1.29138183106004,1098,"BP"
"TRANSLATION_INITIATION_FACTOR_ACTIVITY",5.14198553655866e-05,0.00662129522169169,0.557332238758646,0.717283710529572,1.74373617173862,48,"MF"
"TUBULIN_BINDING",5.80297548274293e-05,0.00693870068436547,0.557332238758646,0.539678841156096,1.52772111745661,253,"MF"
"FICOLIN_1_RICH_GRANULE_LUMEN",0.000357814987737349,0.007693022236353,0.49849310876659,0.629514818077592,1.62767780377762,86,"CC"
"ATP_BIOSYNTHETIC_PROCESS",4.98847704216501e-05,0.00812145751495081,0.557332238758646,0.763047789941121,1.80359145023257,39,"BP"
"9PLUS2_MOTILE_CILIUM",0.000402786152287705,0.00847564903430936,0.49849310876659,0.626688989963335,1.62461458152906,88,"CC"
"DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING",7.85277665122465e-05,0.00876369874276671,0.538434096309916,0.515649462144762,1.46899912495932,307,"MF"
"SMALL_MOLECULE_METABOLIC_PROCESS",5.64065449021865e-05,0.00898784286749946,0.557332238758646,0.447602096444724,1.30861071311196,936,"BP"
"NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",6.08016699285909e-05,0.00948632721031702,0.557332238758646,0.693616656621066,1.74356695603227,62,"BP"
"PEPTIDASE_COMPLEX",0.000484881676709201,0.00994131547085181,0.49849310876659,0.623161900584078,1.6154710335688,88,"CC"
"VESICLE_LUMEN",0.000492542424743922,0.00994131547085181,0.477270815362862,0.551761509956253,1.50439178510504,156,"CC"
"GUANYL_NUCLEOTIDE_BINDING",9.84692237301419e-05,0.0103023425327661,0.538434096309916,0.530815334832255,1.50071300839977,249,"MF"
"SUPRAMOLECULAR_COMPLEX",0.000527164725021278,0.0104273182609209,0.477270815362862,0.449911480047959,1.30814000068034,692,"CC"
"MICROTUBULE_BUNDLE_FORMATION",6.96796650575573e-05,0.0105105740729852,0.538434096309916,0.649452025658394,1.71185119332699,86,"BP"
"MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",7.14596080791016e-05,0.0105105740729852,0.538434096309916,0.732502293828193,1.75687549832471,45,"BP"
"REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS",7.15768831248825e-05,0.0105105740729852,0.538434096309916,0.516753419397994,1.48213827002754,324,"BP"
"ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.000108644510250949,0.0106982888329464,0.538434096309916,0.564949341449217,1.57638377838964,195,"MF"
"SPLICEOSOMAL_TRI_SNRNP_COMPLEX",0.000582377206615455,0.0112935501439742,0.477270815362862,0.737630917479177,1.7021646986164,32,"CC"
"MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT",8.30980324689163e-05,0.0119677147146099,0.538434096309916,0.856621054130555,1.78151076534882,18,"BP"
"RESPIRATORY_CHAIN_COMPLEX_IV",0.000650354957364415,0.012369251016027,0.477270815362862,0.83194176832578,1.71950245355827,17,"CC"
"CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS",9.25008195693166e-05,0.0130705403349927,0.538434096309916,0.690566476912658,1.7261674366683,59,"BP"
"POLYMERIC_CYTOSKELETAL_FIBER",0.000733996125763454,0.0136966446864162,0.477270815362862,0.475374665849941,1.36506161857364,378,"CC"
"METHYLOSOME",0.000765077748982838,0.0137574889771641,0.477270815362862,0.8787659872335,1.70586272567389,12,"CC"
"METHYLTRANSFERASE_COMPLEX",0.000763137876840335,0.0137574889771641,0.477270815362862,0.623729777682931,1.61015219729309,84,"CC"
"SEMAPHORIN_RECEPTOR_COMPLEX",0.000779553165864694,0.0137674657328604,0.477270815362862,0.917478223567225,1.65950974528898,8,"CC"
"NADH_DEHYDROGENASE_COMPLEX",0.000830922922305799,0.014417241581762,0.477270815362862,0.686362852263812,1.65131186183317,44,"CC"
"U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME",0.000865020212130958,0.0147500860309917,0.477270815362862,0.757511525946155,1.72774580636581,29,"CC"
"NADH_DEHYDROGENASE_ACTIVITY",0.000160121659443847,0.0148913143282778,0.518848077743792,0.717014937129778,1.72018016992886,41,"MF"
"PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O",0.00100796953424034,0.0168963028705712,0.45505986738723,0.853961354845538,1.68899758192612,13,"CC"
"CELL_PROJECTION_ORGANIZATION",0.000132636010205156,0.0183946496375261,0.518848077743792,0.439578067913301,1.28469298662213,949,"BP"
"HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0.000138254069691907,0.0188251768713216,0.518848077743792,-0.605256298130375,-1.87792623187121,57,"BP"
"PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS",0.000141263000555435,0.0188914037707081,0.518848077743792,0.528516313940308,1.50518376313275,248,"BP"
"CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",0.00127808911704709,0.0210671689459928,0.45505986738723,0.662378061414168,1.61357475486775,51,"CC"
"OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR",0.00024336304529782,0.021441565148871,0.518848077743792,0.719768148326378,1.73260671333856,43,"MF"
"CELLULAR_MACROMOLECULE_LOCALIZATION",0.000166644500018762,0.0218224620288081,0.518848077743792,0.430089726726422,1.25929518152549,1145,"BP"
"NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS",0.000169008251792078,0.0218224620288081,0.518848077743792,0.509372019623717,1.46212582068954,341,"BP"
"CILIARY_TIP",0.00142356885481455,0.0230804852034688,0.45505986738723,0.69307647971581,1.64323977160932,39,"CC"
"TRANSITION_METAL_ION_HOMEOSTASIS",0.000182591332070263,0.0231767200995627,0.518848077743792,0.658588494032358,1.68693252393653,71,"BP"
"MICROTUBULE",0.00147150392616551,0.0234728610157692,0.45505986738723,0.494050649403484,1.39802535134865,291,"CC"
"CHAPERONE_COMPLEX",0.00156340165429289,0.0241594411889948,0.45505986738723,0.756369507938662,1.68484227887286,26,"CC"
"U2_SNRNP",0.0015417231640495,0.0241594411889948,0.45505986738723,0.789719290733744,1.6904568333813,20,"CC"
"POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY",0.000290671135498451,0.0243291740412203,0.49849310876659,0.901887000046806,1.69969757481694,10,"MF"
"PROGRAMMED_CELL_DEATH",0.000196118616961965,0.0244788720404692,0.518848077743792,0.437810866430312,1.27971290962169,975,"BP"
"CELLULAR_COMPONENT_DISASSEMBLY",0.000204327319053336,0.0250853654490235,0.518848077743792,0.512217750265818,1.46568357132987,294,"BP"
"REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",0.000213977087140187,0.02584636138053,0.518848077743792,0.681324175736376,1.69994492911293,58,"BP"
"U1_SNRNP",0.00178936313973778,0.0272258483877026,0.45505986738723,0.811609591563548,1.67747880579841,17,"CC"
"OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H",0.0003451503365911,0.0275134125454049,0.49849310876659,0.673027846946556,1.68730513031078,58,"MF"
"MOTILE_CILIUM_ASSEMBLY",0.000237476452659089,0.0277884555306862,0.518848077743792,0.714315186652631,1.7036586198952,44,"BP"
"NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",0.000234731600609266,0.0277884555306862,0.518848077743792,0.702225102885459,1.72701375699853,52,"BP"
"MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",0.00025173092851823,0.0289450841037217,0.49849310876659,0.637330595028361,1.66133681280357,76,"BP"
"RESPONSE_TO_COPPER_ION",0.000255090873393729,0.0289450841037217,0.49849310876659,0.829286638127711,1.76608148153156,20,"BP"
"PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN",0.00195949943708747,0.0293628021709016,0.431707695803346,0.770734038757459,1.67380657651015,22,"CC"
"PROTON_CHANNEL_ACTIVITY",0.000409918686362195,0.0298349513465354,0.49849310876659,0.834460013875891,1.71973730266709,16,"MF"
"PROTON_TRANSPORTING_ATP_SYNTHASE_ACTIVITY_ROTATIONAL_MECHANISM",0.000409918686362195,0.0298349513465354,0.49849310876659,0.834460013875891,1.71973730266709,16,"MF"
"RIBOSE_PHOSPHATE_METABOLIC_PROCESS",0.000274535548506808,0.030686518250261,0.49849310876659,0.523315370143082,1.4890004005932,244,"BP"
"REGULATION_OF_MICROTUBULE_BASED_PROCESS",0.000285399522084083,0.0314317208954073,0.49849310876659,0.558739798427332,1.5521779160816,167,"BP"
"CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0.000294956774625022,0.0319790617696669,0.49849310876659,-0.525699411129068,-1.72206326744927,87,"BP"
"PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",0.00029890964399475,0.0319790617696669,0.49849310876659,0.586737554091298,1.59442621970204,125,"BP"
"REGULATION_OF_GERMINAL_CENTER_FORMATION",0.000319781392855106,0.0332617062651651,0.49849310876659,0.981231273910847,1.53174252739536,4,"BP"
"SPERM_EGG_RECOGNITION",0.000316113361282963,0.0332617062651651,0.49849310876659,0.850820051562941,1.70590114583329,15,"BP"
"CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",0.00233203884505327,0.0344236778769804,0.431707695803346,0.689321699627071,1.61277483010793,36,"CC"
"POLYSOME",0.00237293205772635,0.0345122030160493,0.431707695803346,0.648738992229691,1.58820516759953,55,"CC"
"U4_SNRNP",0.00263051357768315,0.0377040279467919,0.431707695803346,0.873649007774105,1.64707612296083,10,"CC"
"POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS",0.000372300866885844,0.0381939889329875,0.49849310876659,-0.980818788190748,-1.66938751686686,4,"BP"
"SPERM_MOTILITY",0.00039580936776356,0.0400569777727203,0.49849310876659,0.667135496068987,1.6675984248588,59,"BP"
"REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL",0.000408705412327285,0.0408105977722538,0.49849310876659,0.703499777931516,1.68731420138685,45,"BP"
"CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.000422655381265718,0.0416482388197232,0.49849310876659,0.62869326966633,1.63934046976964,77,"BP"
"BINDING_OF_SPERM_TO_ZONA_PELLUCIDA",0.0004834014033989,0.0464127321801842,0.49849310876659,0.854853126300768,1.71219696922584,14,"BP"
"REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS",0.000481807331759087,0.0464127321801842,0.49849310876659,0.472826759673613,1.36833313801222,486,"BP"
"POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",0.000517996875946462,0.0491047924552285,0.477270815362862,0.44204649157486,1.28887770064315,795,"BP"
